User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Peace 2U LM,Non_Functional,"The app worked quite well to begin with and I like the history, calories burned, time etc., but in the last few weeks it started making a loud sound a bit like an alarm of some kind. I've had to completely turn off the sound in order not to hear it while exercising. A few days ago it changed language without me being aware and I have no idea how to reset to English again. It would be good to find out how to do this.",Usability,3,"Hello, sorry for the inconvenience. Please find the little globe icon (representing language options) on your profile page and switch to English. In addition, please click the settings icon in the lower left corner of the Training page, click the TTS option and test it to see if the problem is caused by the abnormality of TTS.",
Mark G,Non_Functional,Map problems does not track where I am half the time good when it works,Performance,3,"Hi Mark, sorry for the inconvenience.
Data points may be lost due to weak GPS signal or system permission restrictions.
It is recommended that you keep our app in the foreground and try again in an area with a strong GPS signal.
We will continue to improve our product to provide you with a better experience.",
Zelimir Vuletic,Non_Functional,I use this app a few years and I am satisy till now. Everything is chinese and i can not see where to change laguage,Usability,3,"Hello Zelimir, sorry for the inconvenience. Please find the little globe icon (representing language options) on your profile page and switch to English. And if it doesn't bother, please send us a feedback email with the description of your problem via ""Profile--Feedback"". This will help us a lot to locate and fix the bug. Thanks a lot.",
Rachel Duffell,Non_Functional,"This app is always running in the background. I have changed the settings in my phone to only allow app to run when in use, but it continues to turn on by itself. I emailed for help but no response. As far as tracking my walks, it does a great job.",Performance,3,"Hi Rachel, thank you for using our product. If you need to stop the app from running in the background, you can click the icon on the top right of the home page and select the ""turn off"" option. The next time you open the app, the step-counting function will resume automatically.",
Richard Abraham,Non_Functional,Ads have become more prominent and hinders the experience that app is striving to provide,Usability,3,"Hi Richard, sorry for the inconvenience.
We will try to adjust our ads strategy to minimize the interrupts to you. You can also remove ads by the ""Remove ads"" subscription on the ""Profile"" page.
This app is completely free for all users, so we need to display ads to earn some meager profits.
Thank you for understanding.",
Kevin Senick,Non_Functional,"Now there's a splash screen, and WAY more ads. Not happy at all with latest update.",Usability,3,"Hi Kevin, sorry for the inconvenience.
We will try to adjust our ads strategy to minimize the interrupts to you. You can also remove ads by the ""Remove ads"" subscription on the ""Profile"" page.
This app is completely free for all users, so we need to display ads to earn some meager profits.
Thank you for understanding.",
Kayla Vinson,Non_Functional,I can't open in split screen windows anymore and could just yesterday,Usability,3,"Hi Kayla, sorry for the inconvenience.
We are aware of this issue and are dealing with it. We will optimize this in future versions.
If have any other questions, please contact us at steptrackerfeedback@gmail.com.",
Aryeh,Non_Functional,The latest update has a splash/loading screen that starts everytime the app is opened. It takes time to go away which makes it harder to quick check my steps.,Usability,3,,
Krystal Lily,Non_Functional,"I adore this app, it is easy to use, easy to understand. I keep coming back even after a few years because of how easy it is and how reliable it has become. The sensors aren't really easy to shake with your hand and actually change per step. Sometimes it needs a minute to load and that's okay. I really enjoy the training section. It let's me have a more active role in my workouts and keeps nice goals. Haven't spotted any disruptive ads yet.",Usability,4,"Hi, we are really sorry for the problem you encountered. 
Could you please send us a feedback email with the description of your problem via â€œProfile--Feedback""? This will help us a lot to locate and fix the bug.
Looking forward to your reply.
Best regards,
Leap Fitness Group",
Alex L,Non_Functional,"I don't mind the banner ads, but seemingly randomly very obtrusive full screen ads appear and it's pretty frustrating. I like the app though. I'm going to try several step tracking apps before I buy one, and as I said I like this one, but I'm more frustrated with it than others as I'm in the middle of activity and a full screen ad pops up and delays me.",Usability,4,"Hi, thanks for using our app and giving us your suggestion. It's a great suggestion, we will take it seriously and do our best to make some improvements. If you have any other problem, please contact us at steptrackerfeedback@gmail.com. Best regards, Leap Fitness Group",
